ASSEMBLY_NAME,ASSEMBLY_ACC,STUDY_ID,SAMPLE_ID,CONTIG_ACC,SCAFFOLD_ACC,CHROMOSOME_ACC
UC_ERR1297852,ERZ1739957,PRJEB41812,ERS1069683,ERZ1739957.1-ERZ1739957.1098,,
UC_ERR1913297,ERZ1739958,PRJEB41812,ERS1647290,ERZ1739958.1-ERZ1739958.4,,
UC_ERR1913277,ERZ1739959,PRJEB41812,ERS1647320,ERZ1739959.1-ERZ1739959.40,,
UC_ERR695630,ERZ1739960,PRJEB41812,ERS625338,ERZ1739960.1-ERZ1739960.1659,,
UC_ERR1297804,ERZ1739961,PRJEB41812,ERS1069654,ERZ1739961.1-ERZ1739961.1252,,
UC_ERR1297775,ERZ1739962,PRJEB41812,ERS1069641,ERZ1739962.1-ERZ1739962.322,,
UC_ERR981212,ERZ1739963,PRJEB41812,ERS809858,ERZ1739963.1-ERZ1739963.4888,,
UC_ERR1659116,ERZ1739964,PRJEB41812,ERS1240068,ERZ1739964.1-ERZ1739964.579,,
UC_ERR1809150,ERZ1739965,PRJEB41812,ERS1509324,ERZ1739965.1-ERZ1739965.23,,
UC_SRR1044036,ERZ1739966,PRJEB41812,SRS511714,ERZ1739966.1-ERZ1739966.478,,
UC_ERR1913231,ERZ1739967,PRJEB41812,ERS1647291,ERZ1739967.1-ERZ1739967.376,,
UC_ERR719934,ERZ1739968,PRJEB41812,ERS634977,ERZ1739968.1-ERZ1739968.833,,
UC_ERR537011,ERZ1739969,PRJEB41812,ERS480594,ERZ1739969.1-ERZ1739969.2641,,
UC_ERR695621,ERZ1739970,PRJEB41812,ERS625329,ERZ1739970.1-ERZ1739970.5869,,
UC_ERR1809133,ERZ1739971,PRJEB41812,ERS1509318,ERZ1739971.1-ERZ1739971.168,,
UC_ERR719397,ERZ1739972,PRJEB41812,ERS634967,ERZ1739972.1-ERZ1739972.591,,
UC_ERR695603,ERZ1739973,PRJEB41812,ERS625311,ERZ1739973.1-ERZ1739973.1862,,
UC_ERR695607,ERZ1739974,PRJEB41812,ERS625315,ERZ1739974.1-ERZ1739974.1391,,
UC_ERR2014360,ERZ1739975,PRJEB41812,ERS1796485,ERZ1739975.1-ERZ1739975.21,,
UC_ERR1809124,ERZ1739976,PRJEB41812,ERS1509315,ERZ1739976.1-ERZ1739976.51,,
UC_SRR035171,ERZ1739977,PRJEB41812,SRS010144,ERZ1739977.1-ERZ1739977.3,,
UC_ERR719922,ERZ1739978,PRJEB41812,ERS634953,ERZ1739978.1-ERZ1739978.490,,
UC_ERR1913253,ERZ1739979,PRJEB41812,ERS1647303,ERZ1739979.1-ERZ1739979.175,,
UC_ERR1297787,ERZ1739980,PRJEB41812,ERS1069652,ERZ1739980.1-ERZ1739980.1878,,
UC_ERR1913285,ERZ1739981,PRJEB41812,ERS1647283,ERZ1739981.1-ERZ1739981.57,,
UC_ERR1809138,ERZ1739982,PRJEB41812,ERS1509319,ERZ1739982.1-ERZ1739982.550,,
UC_SRR1044034,ERZ1739983,PRJEB41812,SRS511712,ERZ1739983.1-ERZ1739983.731,,
UC_ERR2270962,ERZ1739984,PRJEB41812,ERS2160343,ERZ1739984.1-ERZ1739984.52,,
UC_ERR1611411,ERZ1739985,PRJEB41812,ERS1336039,ERZ1739985.1-ERZ1739985.522,,
UC_ERR1681540,ERZ1739986,PRJEB41812,ERS1374928,ERZ1739986.1-ERZ1739986.1302,,
UC_ERR1744187,ERZ1739987,PRJEB41812,ERS1462086,ERZ1739987.1-ERZ1739987.1627,,
UC_ERR1913256,ERZ1739988,PRJEB41812,ERS1647295,ERZ1739988.1-ERZ1739988.9,,
UC_ERR1913251,ERZ1739989,PRJEB41812,ERS1647297,ERZ1739989.1-ERZ1739989.208,,
UC_ERR1913307,ERZ1739990,PRJEB41812,ERS1647328,ERZ1739990.1-ERZ1739990.485,,
UC_SRR035172,ERZ1739991,PRJEB41812,SRS010145,ERZ1739991.1-ERZ1739991.8,,
UC_SRR035173,ERZ1739992,PRJEB41812,SRS010146,ERZ1739992.1-ERZ1739992.14,,
UC_ERR1297850,ERZ1739993,PRJEB41812,ERS1069690,ERZ1739993.1-ERZ1739993.711,,
UC_ERR1611421,ERZ1739994,PRJEB41812,ERS1336049,ERZ1739994.1-ERZ1739994.5,,
UC_ERR719864,ERZ1739995,PRJEB41812,ERS634928,ERZ1739995.1-ERZ1739995.698,,
UC_ERR634976,ERZ1739996,PRJEB41812,ERS482856,ERZ1739996.1-ERZ1739996.1918,,
UC_ERR1681523,ERZ1739997,PRJEB41812,ERS1374916,ERZ1739997.1-ERZ1739997.1624,,
UC_ERR1913308,ERZ1739998,PRJEB41812,ERS1647307,ERZ1739998.1-ERZ1739998.351,,
UC_ERR1297796,ERZ1739999,PRJEB41812,ERS1069640,ERZ1739999.1-ERZ1739999.1221,,
UC_ERR634975,ERZ1740000,PRJEB41812,ERS482855,ERZ1740000.1-ERZ1740000.2563,,
UC_ERR1297778,ERZ1740001,PRJEB41812,ERS1069669,ERZ1740001.1-ERZ1740001.483,,
UC_ERR1809146,ERZ1740002,PRJEB41812,ERS1509321,ERZ1740002.1-ERZ1740002.351,,
UC_ERR1913318,ERZ1740003,PRJEB41812,ERS1647322,ERZ1740003.1-ERZ1740003.1444,,
UC_ERR1913271,ERZ1740004,PRJEB41812,ERS1647310,ERZ1740004.1-ERZ1740004.11,,
UC_ERR1823598,ERZ1740005,PRJEB41812,ERS1546042,ERZ1740005.1-ERZ1740005.1753,,
UC_ERR1297763,ERZ1740006,PRJEB41812,ERS1069671,ERZ1740006.1-ERZ1740006.369,,
UC_ERR695624,ERZ1740007,PRJEB41812,ERS625332,ERZ1740007.1-ERZ1740007.613,,
UC_ERR1297816,ERZ1740008,PRJEB41812,ERS1069671,ERZ1740008.1-ERZ1740008.415,,
UC_ERR1297769,ERZ1740009,PRJEB41812,ERS1069644,ERZ1740009.1-ERZ1740009.973,,
UC_ERR1297803,ERZ1740010,PRJEB41812,ERS1069683,ERZ1740010.1-ERZ1740010.968,,
UC_ERR1611392,ERZ1740011,PRJEB41812,ERS1336020,ERZ1740011.1-ERZ1740011.338,,
UC_ERR2014391,ERZ1740012,PRJEB41812,ERS1796516,ERZ1740012.1-ERZ1740012.68,,
UC_ERR1022506,ERZ1740013,PRJEB41812,ERS853153,ERZ1740013.1-ERZ1740013.456,,
UC_ERR1823607,ERZ1740014,PRJEB41812,ERS1546051,ERZ1740014.1-ERZ1740014.1382,,
UC_ERR537008,ERZ1740015,PRJEB41812,ERS480592,ERZ1740015.1-ERZ1740015.1191,,
UC_ERR1297824,ERZ1740016,PRJEB41812,ERS1069685,ERZ1740016.1-ERZ1740016.808,,
UC_ERR505106,ERZ1740017,PRJEB41812,ERS433565,ERZ1740017.1-ERZ1740017.3671,,
UC_ERR1681541,ERZ1740018,PRJEB41812,ERS1374921,ERZ1740018.1-ERZ1740018.1017,,
UC_ERR719857,ERZ1740019,PRJEB41812,ERS634928,ERZ1740019.1-ERZ1740019.713,,
UC_ERR719367,ERZ1740020,PRJEB41812,ERS634943,ERZ1740020.1-ERZ1740020.256,,
UC_ERR1474570,ERZ1740021,PRJEB41812,ERS1202868,ERZ1740021.1-ERZ1740021.4814,,
UC_ERR1913259,ERZ1740022,PRJEB41812,ERS1647295,ERZ1740022.1-ERZ1740022.12,,
UC_ERR695627,ERZ1740023,PRJEB41812,ERS625335,ERZ1740023.1-ERZ1740023.3852,,
UC_ERR1297770,ERZ1740024,PRJEB41812,ERS1069676,ERZ1740024.1-ERZ1740024.926,,
UC_ERR1913292,ERZ1740025,PRJEB41812,ERS1647308,ERZ1740025.1-ERZ1740025.25,,
UC_ERR1823602,ERZ1740026,PRJEB41812,ERS1546046,ERZ1740026.1-ERZ1740026.888,,
UC_ERR1913249,ERZ1740027,PRJEB41812,ERS1647297,ERZ1740027.1-ERZ1740027.204,,
UC_ERR1297774,ERZ1740028,PRJEB41812,ERS1069689,ERZ1740028.1-ERZ1740028.1431,,
UC_ERR1681535,ERZ1740029,PRJEB41812,ERS1374927,ERZ1740029.1-ERZ1740029.615,,
UC_ERR2014373,ERZ1740030,PRJEB41812,ERS1796498,ERZ1740030.1-ERZ1740030.10,,
UC_ERR2014358,ERZ1740031,PRJEB41812,ERS1796483,ERZ1740031.1-ERZ1740031.186,,
UC_ERR1297840,ERZ1740032,PRJEB41812,ERS1069679,ERZ1740032.1-ERZ1740032.608,,
UC_ERR2014367,ERZ1740033,PRJEB41812,ERS1796492,ERZ1740033.1-ERZ1740033.199,,
UC_SRR1636506,ERZ1740034,PRJEB41812,SRS734462,ERZ1740034.1-ERZ1740034.145,,
UC_ERR505089,ERZ1740035,PRJEB41812,ERS433548,ERZ1740035.1-ERZ1740035.3547,,
UC_ERR1022497,ERZ1740036,PRJEB41812,ERS853144,ERZ1740036.1-ERZ1740036.554,,
UC_ERR1022508,ERZ1740037,PRJEB41812,ERS853155,ERZ1740037.1-ERZ1740037.245,,
UC_ERR695628,ERZ1740038,PRJEB41812,ERS625336,ERZ1740038.1-ERZ1740038.1749,,
UC_ERR634977,ERZ1740039,PRJEB41812,ERS482857,ERZ1740039.1-ERZ1740039.1174,,
UC_SRR2034638,ERZ1740040,PRJEB41812,SRS942319,ERZ1740040.1-ERZ1740040.763,,
UC_ERR719450,ERZ1740041,PRJEB41812,ERS634968,ERZ1740041.1-ERZ1740041.1027,,
UC_ERR1611394,ERZ1740042,PRJEB41812,ERS1336022,ERZ1740042.1-ERZ1740042.111,,
UC_ERR1823587,ERZ1740043,PRJEB41812,ERS1546031,ERZ1740043.1-ERZ1740043.1612,,
UC_ERR1611413,ERZ1740044,PRJEB41812,ERS1336041,ERZ1740044.1-ERZ1740044.475,,
UC_ERR719911,ERZ1740045,PRJEB41812,ERS634929,ERZ1740045.1-ERZ1740045.461,,
UC_ERR1913279,ERZ1740046,PRJEB41812,ERS1647320,ERZ1740046.1-ERZ1740046.49,,
UC_ERR1297757,ERZ1740047,PRJEB41812,ERS1069639,ERZ1740047.1-ERZ1740047.368,,
